ORTHOMCL	NCRA	CTHT	Pfam	CAZY	MEROPS
ORTHO_04653	1	1	Metallophos (2)		
ORTHO_04654	1	1	SRF-TF (2)		
ORTHO_04655	1	1	PPR (4)		
ORTHO_04656	1	1	RRP36 (2)		
ORTHO_04657	1	1	Fungal_trans (2); Zn_clus (2)		
ORTHO_04658	1	1	Mpp10 (2)		
ORTHO_04659	1	1	CLPTM1 (2)		
ORTHO_04660	1	1	HMG_box_2 (2); HMG_box (2)		
ORTHO_04661	1	1	Abhydrolase_3 (2)	CE10.hmm (2)	
ORTHO_04662	1	1	GATase (2)		MER043475 (2)
ORTHO_04663	1	1	MRP-S25 (2)		
ORTHO_04664	1	1	SANT_DAMP1_like (2)		
ORTHO_04665	1	1	Kinase-like (2); Pkinase_Tyr (2); Pkinase (2)		
ORTHO_04666	1	1	Ribosomal_L17 (2)		
ORTHO_04667	1	1	Mitofilin (2)		
ORTHO_04668	1	1			
ORTHO_04669	1	1			
ORTHO_04670	1	1	FGGY_N (3); FGGY_C (2)		
ORTHO_04671	1	1	S1 (2); EIF_2_alpha (2)		
ORTHO_04672	1	1	HEAT (2); HEAT_EZ (2); IBN_N (2)		
ORTHO_04673	1	1	RRM_2 (2)		
ORTHO_04674	1	1	Mob1_phocein (2)		
ORTHO_04675	1	1	Glyco_transf_15 (2)	GT15.hmm (2)	
ORTHO_04676	1	1	Pkinase_Tyr (2); Pkinase (2)		
ORTHO_04677	1	1	Dala_Dala_lig_C (1); ATP-grasp_4 (1)		
ORTHO_04678	1	1	DUF3591 (2)		
ORTHO_04679	1	1	adh_short (3); adh_short_C2 (3); KR (2)		
ORTHO_04680	1	1	Peptidase_S9 (2); Esterase_phd (2); CBM_1 (2); Esterase (1)	CE1.hmm (2); CBM1.hmm (2)	
ORTHO_04681	1	1	Ribosomal_L26 (2); KOW (2)		
ORTHO_04682	1	1	HAT_KAT11 (2)		
ORTHO_04683	1	1	Aldo_ket_red (2)		
ORTHO_04684	1	1	NAD_binding_1 (2); FAD_binding_1 (2)		
ORTHO_04685	1	1	TFIIA (2)		
ORTHO_04686	1	1	Fungal_trans (2); Zn_clus (2)		
ORTHO_04687	1	1	ELO (2)		
ORTHO_04688	1	1	Glyco_hydro_18 (2)	GH18.hmm (2)	
ORTHO_04689	1	1			
ORTHO_04690	1	1			
ORTHO_04691	1	1			
ORTHO_04692	1	1	CRT-like (2); SLC35F (2)		
ORTHO_04693	1	1	Ank_2 (4); Ank_3 (3); Ank_4 (3); Ank (3); Ank_5 (2)		
ORTHO_04694	1	1			
ORTHO_04695	1	1	Sds3 (2)		
ORTHO_04696	1	1	DUF3716 (1)		
ORTHO_04697	1	1	RNase_P_p30 (2)		
ORTHO_04698	1	1	WD40 (9)		
ORTHO_04699	1	1			
ORTHO_04700	1	1	Ebp2 (2)		
ORTHO_04701	1	1			
ORTHO_04702	1	1	Methyltransf_23 (2); Methyltransf_11 (2); Methyltransf_12 (2)		
ORTHO_04703	1	1	RCC1_2 (2)		
ORTHO_04704	1	1			
ORTHO_04705	1	1			
ORTHO_04706	1	1	Sedlin_N (2)		
ORTHO_04707	1	1	Dioxygenase_C (2)		
ORTHO_04708	1	1			
ORTHO_04709	1	1	Rieske (2); Pyr_redox (2); Pyr_redox_2 (2); Reductase_C (1)		
ORTHO_04710	1	1	Chal_sti_synt_C (2); Chal_sti_synt_N (2); FAE1_CUT1_RppA (1); PEX11 (1)		
ORTHO_04711	1	1	RRM_1 (2)		
ORTHO_04712	1	1	Ldh_1_C (2); Ldh_1_N (2)		
ORTHO_04713	1	1	DUF676 (6)		
ORTHO_04714	1	1	Glyco_hydro_115 (2)	GH115.hmm (3)	
ORTHO_04715	1	1	WD40 (6); PUL (2); PFU (2)		
ORTHO_04716	1	1			
ORTHO_04717	1	1	Methyltr_RsmB-F (2); Methyltr_RsmF_N (2)		
ORTHO_04718	1	1	Spo7 (2)		
ORTHO_04719	1	1	zf-CSL (2)		
ORTHO_04720	1	1			
ORTHO_04721	1	1			
ORTHO_04722	1	1	Condensation (4); PP-binding (4); AMP-binding (2)		
ORTHO_04723	1	1	Ank_2 (5); Ank_4 (2); Ank_3 (1)		
ORTHO_04724	1	1	DUF2196 (2)		
ORTHO_04725	1	1	MARVEL (1)		
ORTHO_04726	1	1	Ino80_Iec3 (4)		
ORTHO_04727	1	1	FDF (2); LSM14 (2)		
ORTHO_04728	1	1	Endosulfine (2)		
ORTHO_04729	1	1			
ORTHO_04730	1	1	PWWP (2)		
ORTHO_04731	1	1	Abhydrolase_6 (2); Abhydrolase_1 (2)		MER036069 (2); MER037853 (2); MER208880 (2)
ORTHO_04732	1	1	Peptidase_M18 (2); Peptidase_M42 (1)		MER001255 (2); MER003374 (2); MER005460 (2); MER003372 (2); MER024893 (2); MER015303 (1)
ORTHO_04733	1	1	Rif1_N (2)		
ORTHO_04734	1	1	TrkH (2)		
ORTHO_04735	1	1	Med11 (2)		
ORTHO_04736	1	1	DUF106 (2)		
ORTHO_04737	1	1	Amidase (2)		
ORTHO_04738	1	1	Na_Ca_ex (3)		
ORTHO_04739	1	1			
ORTHO_04740	1	1	Mannosyl_trans3 (4)	GT71.hmm (2)	
ORTHO_04741	1	1	HABP4_PAI-RBP1 (2); Stm1_N (2)		
ORTHO_04742	1	1			
ORTHO_04743	1	1	PPI_Ypi1 (2)		
ORTHO_04744	1	1	Rad17 (2); RFC1 (2); BRCT (2); AAA (2)		
ORTHO_04745	1	1	Nucleoporin_N (2); Nucleoporin_C (2)		
ORTHO_04746	1	1	DUF3445 (2); Pyr_redox_2 (1); Pyr_redox (1)		
ORTHO_04747	1	1			
ORTHO_04748	1	1	Peptidase_M28 (2); PA (2); Peptidase_M20 (2)		MER002161 (2); MER005005 (2); MER100667 (2); MER001288 (2); MER037181 (2); MER001289 (2); MER194228 (2)
ORTHO_04749	1	1	PRA1 (2)		
ORTHO_04750	1	1	IU_nuc_hydro (2); RED_N (1)		
ORTHO_04751	1	1	ATP-synt_C (4)		
ORTHO_04752	1	1	Aminotran_1_2 (2)		
ORTHO_04753	1	1	DUF1640 (2)		
ORTHO_04754	1	1	zf-C3HC4_3 (2); zf-RING_2 (2); Prok-RING_4 (2); zf-C3HC4 (2); zf-RING_UBOX (1); zf-C3HC4_2 (1); zf-RING_5 (1)		
ORTHO_04755	1	1	HMG_box (2); HMG_box_2 (1)		
ORTHO_04756	1	1			
ORTHO_04757	1	1	DASH_Dad1 (2)		
ORTHO_04758	1	1	Mito_carr (6)		
ORTHO_04759	1	1	Bot1p (2)		
ORTHO_04760	1	1	UBA_4 (2); Asp_protease (2); Asp_protease_2 (2); RVP_2 (2); ubiquitin (2); gag-asp_proteas (2); UBA (2)		MER030078 (2); MER030040 (2); MER030084 (2); MER030085 (2); MER030107 (2); MER030081 (2); MER242447 (2); MER030188 (2); MER030082 (2)
ORTHO_04761	1	1	Acyl_transf_3 (2)		
ORTHO_04762	1	1	FumaraseC_C (2); Lyase_1 (2)		
ORTHO_04763	1	1	Acetyltransf_10 (2); Bromodomain (2); Acetyltransf_1 (2)		
ORTHO_04764	1	1	Wyosine_form (2); Radical_SAM (2); Flavodoxin_1 (2)		
ORTHO_04765	1	1			
ORTHO_04766	1	1	MAPEG (2)		
ORTHO_04767	1	1	Hexokinase_1 (2); Hexokinase_2 (2)		
ORTHO_04768	1	1	TFIID_20kDa (2)		
ORTHO_04769	1	1	adh_short (4); adh_short_C2 (3); KR (2); Sacchrp_dh_NADP (1); Polysacc_synt_2 (1); Epimerase (1)		
ORTHO_04770	1	1	IF-2B (2)		
ORTHO_04771	1	1	Pro_isomerase (2)		
ORTHO_04772	1	1	p450 (2)		
ORTHO_04773	1	1	Peptidase_S10 (2); Carbpep_Y_N (2)		MER001760 (2); MER001524 (2); MER000412 (2); MER016549 (2); MER003541 (2); MER015679 (2); MER005999 (2); MER002010 (2); MER000425 (2); MER001946 (2)
ORTHO_04774	1	1	WD40 (3)		
ORTHO_04775	1	1	Acetyltransf_8 (2)		
ORTHO_04776	1	1	DCB (2); Mon2_C (2); Sec7_N (2)		
ORTHO_04777	1	1	Motile_Sperm (2)		
ORTHO_04778	1	1	DEAD (2); ResIII (2); Helicase_C (2)		
ORTHO_04779	1	1	NUDIX (2)		
ORTHO_04780	1	1	Sugar_tr (2); MFS_1 (2)		
ORTHO_04781	1	1			
ORTHO_04782	1	1	TMEM234 (2)		
ORTHO_04783	1	1	RPAP1_N (2); RPAP1_C (2)		
ORTHO_04784	1	1	DUF1772 (2)		
ORTHO_04785	1	1	Arrestin_N (2)		
ORTHO_04786	1	1	F_actin_cap_B (2)		
ORTHO_04787	1	1	Pkinase (4); Pkinase_Tyr (2)		
ORTHO_04788	1	1	Ligase_CoA (2); Citrate_synt (2); CoA_binding (2)		
ORTHO_04789	1	1			
ORTHO_04790	1	1	Vps52 (2); Sec3_C (1)		
ORTHO_04791	1	1	Ribosomal_L3 (2)		
ORTHO_04792	1	1	Methyltransf_25 (2); Methyltransf_23 (2); Methyltransf_11 (2)		
ORTHO_04793	1	1	DUF4202 (2)		
ORTHO_04794	1	1	dUTPase (2)		
ORTHO_04795	1	1	Acyl-CoA_dh_M (2); Acyl-CoA_dh_N (2); Acyl-CoA_dh_1 (2); Acyl-CoA_dh_2 (2)		
ORTHO_04796	1	1	Lipase_GDSL_2 (2); Lipase_GDSL (2)	CE3.hmm (2)	
ORTHO_04797	1	1	Nucleoporin_N (2); Nucleoporin_C (2)		
ORTHO_04798	1	1	OSCP (2)		
ORTHO_04799	1	1	KxDL (2)		
ORTHO_04800	1	1	F-box-like (2); F-box (2)		
ORTHO_04801	1	1	Sugar_tr (2); MFS_1 (2)		
ORTHO_04802	1	1	Redoxin (2)		
ORTHO_04803	1	1	GPHR_N (2); ABA_GPCR (2)		
ORTHO_04804	1	1	Aminotran_5 (3)		
ORTHO_04805	1	1	Glyco_hydro_125 (2)	GH125.hmm (2)	
ORTHO_04806	1	1	Acyltransferase (2)		
ORTHO_04807	1	1	Fer4_12 (2); Mob_synth_C (2); MoaC (2); Radical_SAM (2)		
ORTHO_04808	1	1	P16-Arc (2)		
ORTHO_04809	1	1			
ORTHO_04810	1	1	TFB6 (2)		
ORTHO_04811	1	1			
ORTHO_04812	1	1			
ORTHO_04813	1	1	AMP-binding (2); AMP-binding_C (2)		
ORTHO_04814	1	1	UPF0121 (2)		
ORTHO_04815	1	1	UBX (2)		
ORTHO_04816	1	1	Roc (2); SRPRB (2); Arf (2); Ras (2); MMR_HSR1 (2); Gtr1_RagA (2)		
ORTHO_04817	1	1	MIP (2)		
ORTHO_04818	1	1	Atx10homo_assoc (2)		
ORTHO_04819	1	1		CE15.hmm (2)	
ORTHO_04820	1	1	DUF788 (2)		
ORTHO_04821	1	1	Proteasome (2)		MER011174 (2); MER000555 (2); MER013973 (2); MER004347 (2); MER013972 (2); MER011493 (2); MER001516 (2); MER002712 (2); MER026217 (2); MER000531 (2)
ORTHO_04822	1	1	CAS_CSE1 (2); Cse1 (2); IBN_N (2)		
ORTHO_04823	1	1	ATG13 (2)		
ORTHO_04824	1	1			
ORTHO_04825	1	1	Ank (6); Ank_2 (4); Ank_4 (3); DHHC (2); Ank_3 (2); Ank_5 (2)		
ORTHO_04826	1	1	Cyt-b5 (2)		
ORTHO_04827	1	1	Rsm22 (2)		
ORTHO_04828	1	1	Zn_clus (2); Fungal_trans (2)		
ORTHO_04829	1	1			
ORTHO_04830	1	1	PRP38 (2)		
ORTHO_04831	1	1	ABC1 (4)		
ORTHO_04832	1	1	CbiA (2); ArsA_ATPase (2); AAA_31 (2); Fer4_NifH (1)		
ORTHO_04833	1	1			
ORTHO_04834	1	1			
ORTHO_04835	1	1	DUF2457 (2)		
ORTHO_04836	1	1	Mur_ligase_M (2)		
ORTHO_04837	1	1			
ORTHO_04838	1	1	SIS (4); GATase_6 (2); GATase_7 (2)		MER003322 (2); MER012158 (2); MER003350 (2); MER003327 (2); MER185695 (2); MER003314 (1)
ORTHO_04839	1	1	ORC5_C (2); AAA_16 (1)		
ORTHO_04840	1	1	HCO3_cotransp (4)		
ORTHO_04841	1	1	PPR_2 (1)		
ORTHO_04842	1	1			
ORTHO_04843	1	1	DUF3453 (2)		
ORTHO_04844	1	1	Ribosomal_L5 (2); Ribosomal_L5_C (2)		
ORTHO_04845	1	1	Mgm101p (2)		
ORTHO_04846	1	1	TP_methylase (2)		
ORTHO_04847	1	1	ORC2 (2)		
ORTHO_04848	1	1			
ORTHO_04849	1	1			
ORTHO_04850	1	1			
ORTHO_04851	1	1	Ribosomal_S27e (2)		
ORTHO_04852	1	1	GDC-P (4); Beta_elim_lyase (2)		
ORTHO_04853	1	1	Cyt-b5 (2)		
ORTHO_04854	1	1	p450 (2)		
ORTHO_04855	1	1			
ORTHO_04856	1	1	Kelch_4 (9); Kelch_1 (8); Kelch_5 (8); Kelch_6 (6); Kelch_3 (6); Kelch_2 (4)		
ORTHO_04857	1	1			
ORTHO_04858	1	1	DEAD (2); Helicase_C (2)		
ORTHO_04859	1	1	CAP_C (2); CAP_N (2)		
ORTHO_04860	1	1	Band_7_C (2); Band_7 (2)		MER192051 (2)
ORTHO_04861	1	1	eIF-5a (2)		
ORTHO_04862	1	1	Translin (2)		
ORTHO_04863	1	1	STT3 (2); Ribosomal_L29 (1)	GT66.hmm (2)	
ORTHO_04864	1	1	CPSF_A (2); MMS1_N (2)		
ORTHO_04865	1	1	Aminotran_1_2 (2)		
ORTHO_04866	1	1	fn3_3 (2); RhgB_N (2); CBM-like (2)	PL4.hmm (2)	
ORTHO_04867	1	1			
ORTHO_04868	1	1	ArAE_2_N (4); FUSC_2 (1)		
ORTHO_04869	1	1			
ORTHO_04870	1	1	Pkinase (2); Pkinase_Tyr (2)		
ORTHO_04871	1	1	Aminotran_5 (4)		
ORTHO_04872	1	1	DUF4360 (2)		
ORTHO_04873	1	1	Thiolase_N (2); Thiolase_C (2)		
ORTHO_04874	1	1			
ORTHO_04875	1	1	DUF1708 (2)		
ORTHO_04876	1	1	SARAF (2)		
ORTHO_04877	1	1	GHMP_kinases_N (2); GHMP_kinases_C (2)		
ORTHO_04878	1	1	DUF1752 (2); DUF3295 (2)		
ORTHO_04879	1	1	Peptidase_M18 (2)		MER001255 (2); MER015303 (2); MER005460 (2); MER003372 (2); MER024893 (2); MER003374 (1)
ORTHO_04880	1	1			
ORTHO_04881	1	1	SAP (2)		
ORTHO_04882	1	1	NAD_binding_8 (2); FAD_binding_3 (2); FAD_binding_2 (2); GIDA (1)		
ORTHO_04883	1	1	TauD (2)		
ORTHO_04884	1	1	ATP-synt_10 (2)		
ORTHO_04885	1	1	AA_permease_2 (2); AA_permease (2)		
ORTHO_04886	1	1	Ribosomal_S14 (2)		
ORTHO_04887	1	1	Trehalose_PPase (2); Glyco_transf_20 (2)	GT20.hmm (2)	
ORTHO_04888	1	1	Ctr (2)		
ORTHO_04889	1	1	LBR_tudor (1)		
ORTHO_04890	1	1	COX6B (2)		
ORTHO_04891	1	1	Flavokinase (2)		
ORTHO_04892	1	1	cNMP_binding (2); Patatin (2)		
ORTHO_04893	1	1	Pkinase_Tyr (2); Pkinase (2)		
ORTHO_04894	1	1	Aldose_epim (2)		
ORTHO_04895	1	1	Spermine_synth (2)		
ORTHO_04896	1	1			
ORTHO_04897	1	1	Glyco_transf_34 (2)	GT34.hmm (2)	
ORTHO_04898	1	1	NmrA (2); NAD_binding_10 (2); Epimerase (1)		
ORTHO_04899	1	1	Peptidase_C54 (2)		MER013561 (2); MER013566 (2); MER013564 (2); MER106112 (2); MER013567 (2); MER013565 (2); MER013559 (2); MER064622 (2); MER013560 (2); MER013563 (2)
ORTHO_04900	1	1	Band_7 (2)		
ORTHO_04901	1	1	E3_binding (2); Biotin_lipoyl (2); 2-oxoacid_dh (2)		
ORTHO_04902	1	1	Alg6_Alg8 (4)	GT57.hmm (4)	
ORTHO_04903	1	1	tRNA_int_end_N2 (2)		
ORTHO_04904	1	1			
ORTHO_04905	1	1	Oxidored_FMN (2)		
ORTHO_04906	1	1	Zn_clus (2); Fungal_trans (2)		
ORTHO_04907	1	1	WD40 (2); Pkinase (2); Pkinase_Tyr (2)		
ORTHO_04908	1	1	SET (2); zf-MYND (1)		
ORTHO_04909	1	1	Asp (2)		
ORTHO_04910	1	1			
ORTHO_04911	1	1	Nic96 (2); Nucleoporin_FG (2)		
ORTHO_04912	1	1	DUF3506 (2); F-box (2); F-box-like (2)		
ORTHO_04913	1	1	PRELI (2)		
ORTHO_04914	1	1	BUD22 (3)		
ORTHO_04915	1	1	SPA (2); Afi1 (2)		
ORTHO_04916	1	1			
ORTHO_04917	1	1	HeLo (2)		
ORTHO_04918	1	1	Arf (2); Ras (2); Roc (2)		
ORTHO_04919	1	1	DHHC (2)		
ORTHO_04920	1	1			
ORTHO_04921	1	1	Brr6_like_C_C (2)		
ORTHO_04922	1	1			
ORTHO_04923	1	1	CBFD_NFYB_HMF (2)		
ORTHO_04924	1	1	DUF3716 (2)		
ORTHO_04925	1	1			
ORTHO_04926	1	1	Pal1 (2)		
ORTHO_04927	1	1	Flavoprotein (2)		
ORTHO_04928	1	1	NDK (2)		
ORTHO_04929	1	1	Cyclin_C_2 (2)		
ORTHO_04930	1	1	MPC (2)		
ORTHO_04931	1	1	PEP_mutase (2); ICL (2)		
ORTHO_04932	1	1	DS (2)		
ORTHO_04933	1	1	ER_lumen_recept (2)		
ORTHO_04934	1	1			
ORTHO_04935	1	1	Glyco_hydro_76 (2)	GH76.hmm (2)	
ORTHO_04936	1	1	HTH_3 (2); MBF1 (2)		
ORTHO_04937	1	1	Syja_N (2)		
ORTHO_04938	1	1	Ribosomal_L12 (2); Ribosomal_L12_N (2)		
ORTHO_04939	1	1	GFA (2)		
ORTHO_04940	1	1	dsrm (1)		
ORTHO_04941	1	1	tRNA-synt_2d (2)		
ORTHO_04942	1	1	Annexin (1)		
ORTHO_04943	1	1	NUDIX (2)		
ORTHO_04944	1	1	Clathrin_lg_ch (2)		
ORTHO_04945	1	1	Hydrolase_4 (2); Abhydrolase_1 (2); Abhydrolase_6 (2)	CE1.hmm (2)	MER014065 (2); MER017177 (2); MER031617 (1)
ORTHO_04946	1	1			
ORTHO_04947	1	1	HSP20 (2)		
ORTHO_04948	1	1	Myb_DNA-bind_2 (4); BRCT_2 (2); Rap1_C (2); ARID (1)		
ORTHO_04949	1	1	PS-DH (3); ketoacyl-synt (3); Methyltransf_12 (2); Methyltransf_25 (2); Acyl_transf_1 (2); ADH_zinc_N_2 (2); KR (2); Ubie_methyltran (2); ADH_zinc_N (2); Methyltransf_23 (2); PP-binding (2); Methyltransf_11 (2); KAsynt_C_assoc (2); Ketoacyl-synt_C (2); adh_short (1); Methyltransf_31 (1)		
ORTHO_04950	1	1	GTP_cyclohydro2 (2)		
ORTHO_04951	1	1	Mito_carr (6)		
ORTHO_04952	1	1			
ORTHO_04953	1	1	Methyltransf_23 (2); Methyltransf_11 (2); Methyltransf_25 (2)		
ORTHO_04954	1	1	AKAP7_NLS (2)		
ORTHO_04955	1	1			
ORTHO_04956	1	1	ACPS (2)		
ORTHO_04957	1	1			
ORTHO_04958	1	1	PI3_PI4_kinase (3); PI3K_C2 (2); PI3Ka (2)		
ORTHO_04959	1	1	FMO-like (4); NAD_binding_8 (2); Pyr_redox_2 (2); NAD_binding_9 (2); K_oxygenase (2); Pyr_redox_3 (1)		
ORTHO_04960	1	1			
ORTHO_04961	1	1	bZIP_2 (2)		
ORTHO_04962	1	1			
ORTHO_04963	1	1	Cation_efflux (2)		
ORTHO_04964	1	1	Ribosomal_L19 (2)		
ORTHO_04965	1	1	SET (1)		
ORTHO_04966	1	1	Tyrosinase (2)		
ORTHO_04967	1	1	tRNA-synt_1c (2)		
ORTHO_04968	1	1	SH3_1 (4); SH3_2 (4); SH3_9 (4); Cofilin_ADF (2)		
ORTHO_04969	1	1	Cyclin_N (2); Cyclin_C (2)		
ORTHO_04970	1	1	CBF (2)		
ORTHO_04971	1	1			
ORTHO_04972	1	1	COG6 (2)		
ORTHO_04973	1	1	CTP_transf_like (2)		
ORTHO_04974	1	1	BTB (4); Ank_4 (2); Ank_2 (1); Ank (1)		
ORTHO_04975	1	1	ECH_1 (2); ECH_2 (2)		
ORTHO_04976	1	1	TPR_MLP1_2 (2)		
ORTHO_04977	1	1	2-Hacid_dh_C (4)		
ORTHO_04978	1	1	BRCT (6); PTCB-BRCT (6); BRCT_2 (2)		
ORTHO_04979	1	1	Pterin_4a (2)		
ORTHO_04980	1	1			
ORTHO_04981	1	1	Cep57_MT_bd (2); Cep57_CLD_2 (2)		
ORTHO_04982	1	1	DUF2015 (2)		
ORTHO_04983	1	1	RRM_1 (6); RRM_occluded (2)		
ORTHO_04984	1	1	Mito_carr (6)		
ORTHO_04985	1	1	PIF1 (4); AAA (2); AAA_30 (2); AAA_19 (2); AAA_22 (2)		
ORTHO_04986	1	1	Pkinase (2); Pkinase_Tyr (2)		
ORTHO_04987	1	1	LIAS_N (2); Radical_SAM (2)		
ORTHO_04988	1	1	Myb_DNA-binding (2); ZZ (2)		
ORTHO_04989	1	1	Thioredoxin (3)		
ORTHO_04990	1	1	Pyrid_ox_like (2); Putative_PNPOx (2)		
ORTHO_04991	1	1	DUF3455 (2)		
ORTHO_04992	1	1	Anticodon_1 (2); tRNA-synt_1g (2); tRNA-synt_1 (2); Tom37 (1)		
ORTHO_04993	1	1	adh_short (4); KR (4); adh_short_C2 (4); MaoC_dehydratas (2)		
ORTHO_04994	1	1	zf-UBR (1)		
ORTHO_04995	1	1			
ORTHO_04996	1	1	Exo_endo_phos (2)		
ORTHO_04997	1	1	PTPA (3)		
ORTHO_04998	1	1			
ORTHO_04999	1	1	CLASP_N (4)		
ORTHO_05000	1	1			
ORTHO_05001	1	1	SUZ (1)		
ORTHO_05002	1	1	Rad17 (2)		
ORTHO_05003	1	1	VanZ (2)		
ORTHO_05004	1	1	Nop53 (2)		
ORTHO_05005	1	1			
ORTHO_05006	1	1	Kinesin (2); Microtub_bd (2)		
ORTHO_05007	1	1	zf-C2H2 (2)		
ORTHO_05008	1	1			
ORTHO_05009	1	1			
ORTHO_05010	1	1	NatB_MDM20 (2)		
ORTHO_05011	1	1	p450 (2)		
ORTHO_05012	1	1			
ORTHO_05013	1	1	Sugar_tr (2); MFS_1 (2)		
ORTHO_05014	1	1	ABM (2)		
ORTHO_05015	1	1	RF-1 (2)		
ORTHO_05016	1	1	Ribosomal_L22e (2)		
ORTHO_05017	1	1	zf-C2H2 (4)		
ORTHO_05018	1	1			
ORTHO_05019	1	1	zf-UBR (2); ClpS (1)		
ORTHO_05020	1	1			
ORTHO_05021	1	1	Inositol_P (2)		
ORTHO_05022	1	1			
ORTHO_05023	1	1			
ORTHO_05024	1	1	AP_endonuc_2 (2)		
ORTHO_05025	1	1	WW (2)		
ORTHO_05026	1	1			
ORTHO_05027	1	1	GIDA_assoc (2); GIDA (2); FAD_oxidored (2)		
ORTHO_05028	1	1			
ORTHO_05029	1	1	L51_S25_CI-B8 (2)		
ORTHO_05030	1	1			
ORTHO_05031	1	1	DUF3752 (2)		
ORTHO_05032	1	1	Pro_isomerase (2); U-box (1)		
ORTHO_05033	1	1	Porin_3 (2)		
ORTHO_05034	1	1			
ORTHO_05035	1	1	Snf7 (2)		
ORTHO_05036	1	1	SET (2)		
ORTHO_05037	1	1			
ORTHO_05038	1	1	PhoLip_ATPase_C (2); PhoLip_ATPase_N (2); Hydrolase (2); E1-E2_ATPase (1)		
ORTHO_05039	1	1	Ribosomal_L31e (2)		
ORTHO_05040	1	1	EOS1 (2)		
ORTHO_05041	1	1	WD40 (4)		
ORTHO_05042	1	1	GST_C_2 (2); GST_N_2 (2); GST_C (1)		
ORTHO_05043	1	1	Ion_trans (2)		
ORTHO_05044	1	1	Rad60-SLD (2)		
ORTHO_05045	1	1	Sirohm_synth_M (2); Sirohm_synth_C (2); NAD_binding_7 (2)		
ORTHO_05046	1	1	Thioredoxin (4); Thioredoxin_6 (4); Calsequestrin (2)		
ORTHO_05047	1	1			
ORTHO_05048	1	1			
ORTHO_05049	1	1	Peptidase_A4 (2)		MER001321 (2); MER002615 (2); MER003426 (2)
ORTHO_05050	1	1	TPR_8 (6); TPR_11 (2); ANAPC8 (2); TPR_7 (1)		
ORTHO_05051	1	1	Tim17 (2)		
ORTHO_05052	1	1	Isochorismatase (2)		
ORTHO_05053	1	1	polyprenyl_synt (2)		
ORTHO_05054	1	1	Ribosomal_S8e (2)		
ORTHO_05055	1	1	MA3 (2); MIF4G (1)		
ORTHO_05056	1	1	GCD14 (2); Fibrillarin (2)		
ORTHO_05057	1	1	PAP_assoc (2); NTP_transf_2 (2)		
ORTHO_05058	1	1	Roc (2); Ras (2); Arf (1); MMR_HSR1 (1)		
ORTHO_05059	1	1	Velvet (3)		
ORTHO_05060	1	1	Peptidase_S8 (2)		MER000359 (2); MER000338 (2); MER005078 (2); MER000356 (2); MER000335 (2); MER000336 (2); MER000344 (2); MER002764 (2); MER004720 (2); MER006037 (1); MER000328 (1)
ORTHO_05061	1	1	UPF0029 (2); RWD (2)		
ORTHO_05062	1	1	Glyco_hydro_71 (2)	GH71.hmm (2)	
ORTHO_05063	1	1			
ORTHO_05064	1	1	PALP (2)		
ORTHO_05065	1	1	SET (2); TPR_8 (1); TPR_2 (1)		
ORTHO_05066	1	1	NUDIX (2)		
ORTHO_05067	1	1	Glyco_hydro_45 (2); CBM_1 (2)	GH45.hmm (2); CBM1.hmm (2)	
ORTHO_05068	1	1			
ORTHO_05069	1	1	Patatin (1)		
ORTHO_05070	1	1	ArfGap (2)		
ORTHO_05071	1	1	DUF1754 (2)		
ORTHO_05072	1	1	MFS_1 (2)		
ORTHO_05073	1	1	POB3_N (2); SSrecog (2); Rtt106 (2)		
ORTHO_05074	1	1	FA_desaturase (2); Cyt-b5 (2)		
ORTHO_05075	1	1	Peptidase_M4_C (2); Peptidase_M4 (1)		MER033481 (2); MER115298 (2); MER002103 (1); MER001032 (1); MER091601 (1); MER029719 (1); MER001026 (1); MER001047 (1); MER001025 (1); MER004711 (1)
ORTHO_05076	1	1	NAD_binding_8 (2); Amino_oxidase (2)		
ORTHO_05077	1	1	zf-Tim10_DDP (2)		
ORTHO_05078	1	1	DUF4112 (2)		
ORTHO_05079	1	1	MutS_II (2); MutS_IV (2); MutS_I (2); MutS_V (2); MutS_III (2)		
ORTHO_05080	1	1	ZZ (2)		
ORTHO_05081	1	1	SurE (2); TTL (2)		
ORTHO_05082	1	1	DUF155 (2)		
ORTHO_05083	1	1	cwf21 (2)		
ORTHO_05084	1	1	Elong_Iki1 (2)		
ORTHO_05085	1	1			
ORTHO_05086	1	1	RLI (2); Ribo_biogen_C (2)		
ORTHO_05087	1	1	CoA_trans (4)		
ORTHO_05088	1	1	Ribosom_S12_S23 (2)		
ORTHO_05089	1	1	DUF202 (2); VTC (2)		
ORTHO_05090	1	1	Tyrosinase (2)		
ORTHO_05091	1	1	Succ_DH_flav_C (2); FAD_binding_2 (2)		
ORTHO_05092	1	1	Coatamer_beta_C (2); Coatomer_b_Cpla (2); Adaptin_N (2); Cnd1 (2)		
ORTHO_05093	1	1			
ORTHO_05094	1	1	DUF2410 (2)		
ORTHO_05095	1	1	ADH_zinc_N_2 (2); ADH_zinc_N (2); ADH_N (1)		
ORTHO_05096	1	1			
ORTHO_05097	1	1	zf-AN1 (4)		
ORTHO_05098	1	1			
ORTHO_05099	1	1			
ORTHO_05100	1	1	Pyr_redox_3 (2); Pyr_redox (2); Pyr_redox_2 (2); ADH_zinc_N (1); ADH_N (1); ADH_zinc_N_2 (1)		
ORTHO_05101	1	1	eIF2A (2)		
ORTHO_05102	1	1			
ORTHO_05103	1	1	Dymeclin (2); Hid1 (2)		
